Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Calumet Beach,08/20/2016 08:00:00 PM,21.7,1.43,,0.186,3,11.6,08/20/2016 8:00 PM,CalumetBeach201608202000
Montrose Beach,08/20/2016 08:00:00 PM,18.7,0,,0.192,3,11.1,08/20/2016 8:00 PM,MontroseBeach201608202000
Ohio Street Beach,08/20/2016 08:00:00 PM,23,1.34,,0.122,2,10.1,08/20/2016 8:00 PM,OhioStreetBeach201608202000
Calumet Beach,08/20/2016 09:00:00 PM,21.3,1.49,,0.218,3,11.5,08/20/2016 9:00 PM,CalumetBeach201608202100
Montrose Beach,08/20/2016 09:00:00 PM,18.6,0,,0.181,3,11.1,08/20/2016 9:00 PM,MontroseBeach201608202100
Ohio Street Beach,08/20/2016 09:00:00 PM,22.9,1.36,,0.126,3,10.1,08/20/2016 9:00 PM,OhioStreetBeach201608202100
Calumet Beach,08/20/2016 10:00:00 PM,20.5,1.49,,0.233,3,11.5,08/20/2016 10:00 PM,CalumetBeach201608202200
Montrose Beach,08/20/2016 10:00:00 PM,18.5,0,,0.188,3,11,08/20/2016 10:00 PM,MontroseBeach201608202200
Ohio Street Beach,08/20/2016 10:00:00 PM,22.7,1.27,,0.136,4,10.1,08/20/2016 10:00 PM,OhioStreetBeach201608202200
Calumet Beach,08/20/2016 11:00:00 PM,19.8,1.98,,0.19,4,11.5,08/20/2016 11:00 PM,CalumetBeach201608202300
Montrose Beach,08/20/2016 11:00:00 PM,18.3,0,,0.19,3,11.1,08/20/2016 11:00 PM,MontroseBeach201608202300
Ohio Street Beach,08/20/2016 11:00:00 PM,22.6,1.34,,0.132,3,10.1,08/20/2016 11:00 PM,OhioStreetBeach201608202300
Calumet Beach,08/21/2016 12:00:00 AM,19.2,1.86,,0.213,3,11.5,08/21/2016 12:00 AM,CalumetBeach201608212400
Montrose Beach,08/21/2016 12:00:00 AM,18.4,0,,0.211,3,11.1,08/21/2016 12:00 AM,MontroseBeach201608212400
Ohio Street Beach,08/21/2016 12:00:00 AM,22.3,1.3,,0.146,4,10.1,08/21/2016 12:00 AM,OhioStreetBeach201608212400
Calumet Beach,08/21/2016 02:00:00 AM,19.2,1.62,,0.223,3,11.5,08/21/2016 2:00 AM,CalumetBeach201608210200
Montrose Beach,08/21/2016 02:00:00 AM,18.5,0,,0.224,5,10.9,08/21/2016 2:00 AM,MontroseBeach201608210200
Ohio Street Beach,08/21/2016 02:00:00 AM,22,1.22,,0.145,4,10.1,08/21/2016 2:00 AM,OhioStreetBeach201608210200
Calumet Beach,08/21/2016 03:00:00 AM,19.1,1.62,,0.242,3,11.5,08/21/2016 3:00 AM,CalumetBeach201608210300
Montrose Beach,08/21/2016 03:00:00 AM,18.7,0,,0.225,4,11.1,08/21/2016 3:00 AM,MontroseBeach201608210300
Ohio Street Beach,08/21/2016 03:00:00 AM,21.8,1.14,,0.157,3,10.1,08/21/2016 3:00 AM,OhioStreetBeach201608210300
Calumet Beach,08/21/2016 04:00:00 AM,19,1.67,,0.257,3,11.5,08/21/2016 4:00 AM,CalumetBeach201608210400
Montrose Beach,08/21/2016 04:00:00 AM,18.7,0,,0.222,5,11.1,08/21/2016 4:00 AM,MontroseBeach201608210400
Ohio Street Beach,08/21/2016 04:00:00 AM,21.5,1.12,,0.155,5,10,08/21/2016 4:00 AM,OhioStreetBeach201608210400
Calumet Beach,08/21/2016 12:00:00 PM,19,1.37,,0.297,3,11.5,08/21/2016 12:00 PM,CalumetBeach201608211200
Montrose Beach,08/21/2016 12:00:00 PM,19.2,0,,0.283,3,11,08/21/2016 12:00 PM,MontroseBeach201608211200
Ohio Street Beach,08/21/2016 12:00:00 PM,20.3,0.8,,0.192,5,10,08/21/2016 12:00 PM,OhioStreetBeach201608211200
Ohio Street Beach,06/02/2017 10:00:00 AM,15.9,1.02,,0.187,3,11,06/02/2017 10:00 AM,OhioStreetBeach201706021000
Ohio Street Beach,06/02/2017 11:00:00 AM,15.9,0.86,,0.187,3,11,06/02/2017 11:00 AM,OhioStreetBeach201706021100
Calumet Beach,08/21/2016 06:00:00 AM,18.9,1.86,,0.256,4,11.5,08/21/2016 6:00 AM,CalumetBeach201608210600
Montrose Beach,08/21/2016 06:00:00 AM,18.6,0,,0.228,4,11,08/21/2016 6:00 AM,MontroseBeach201608210600
Ohio Street Beach,08/21/2016 06:00:00 AM,20.7,1.08,,0.148,4,10,08/21/2016 6:00 AM,OhioStreetBeach201608210600
Calumet Beach,08/21/2016 07:00:00 AM,18.9,1.91,,0.267,6,11.5,08/21/2016 7:00 AM,CalumetBeach201608210700
Montrose Beach,08/21/2016 07:00:00 AM,18.5,0,,0.211,4,11.1,08/21/2016 7:00 AM,MontroseBeach201608210700
Ohio Street Beach,08/21/2016 07:00:00 AM,20.4,1.08,,0.148,4,10,08/21/2016 7:00 AM,OhioStreetBeach201608210700
Calumet Beach,08/21/2016 08:00:00 AM,18.9,3.6,,0.243,6,11.5,08/21/2016 8:00 AM,CalumetBeach201608210800
Montrose Beach,08/21/2016 08:00:00 AM,18.5,0,,0.196,4,11,08/21/2016 8:00 AM,MontroseBeach201608210800
Ohio Street Beach,08/21/2016 08:00:00 AM,19.7,0.95,,0.148,4,10,08/21/2016 8:00 AM,OhioStreetBeach201608210800
Calumet Beach,08/21/2016 09:00:00 AM,18.8,2.49,,0.22,3,11.5,08/21/2016 9:00 AM,CalumetBeach201608210900
Montrose Beach,08/21/2016 09:00:00 AM,18.6,0,,0.205,4,11,08/21/2016 9:00 AM,MontroseBeach201608210900
Ohio Street Beach,08/21/2016 09:00:00 AM,19.6,0.98,,0.162,6,10,08/21/2016 9:00 AM,OhioStreetBeach201608210900
Calumet Beach,08/21/2016 10:00:00 AM,18.7,1.76,,0.236,4,11.5,08/21/2016 10:00 AM,CalumetBeach201608211000
Montrose Beach,08/21/2016 10:00:00 AM,18.7,0,,0.257,4,11,08/21/2016 10:00 AM,MontroseBeach201608211000
Ohio Street Beach,08/21/2016 10:00:00 AM,19.8,0.89,,0.171,4,10,08/21/2016 10:00 AM,OhioStreetBeach201608211000
Calumet Beach,08/21/2016 11:00:00 AM,18.8,1.46,,0.324,4,11.5,08/21/2016 11:00 AM,CalumetBeach201608211100
Montrose Beach,08/21/2016 11:00:00 AM,18.9,0,,0.282,5,10.9,08/21/2016 11:00 AM,MontroseBeach201608211100
Ohio Street Beach,08/21/2016 11:00:00 AM,20,0.8,,0.185,5,10,08/21/2016 11:00 AM,OhioStreetBeach201608211100
Calumet Beach,08/21/2016 05:00:00 PM,19.8,0.76,,0.293,4,11.5,08/21/2016 5:00 PM,CalumetBeach201608211700
Montrose Beach,08/21/2016 05:00:00 PM,19.8,0,,0.295,3,10.9,08/21/2016 5:00 PM,MontroseBeach201608211700
Ohio Street Beach,08/21/2016 05:00:00 PM,20.9,1.2,,0.206,4,9.9,08/21/2016 5:00 PM,OhioStreetBeach201608211700
Calumet Beach,08/21/2016 09:00:00 PM,19.5,1.08,,0.247,6,11.4,08/21/2016 9:00 PM,CalumetBeach201608212100
Montrose Beach,08/21/2016 09:00:00 PM,19.4,0,,0.277,6,10.9,08/21/2016 9:00 PM,MontroseBeach201608212100
Ohio Street Beach,08/21/2016 09:00:00 PM,20.4,1.93,,0.202,6,9.9,08/21/2016 9:00 PM,OhioStreetBeach201608212100
Calumet Beach,08/22/2016 12:00:00 AM,19.5,0.68,,0.245,3,11.4,08/22/2016 12:00 AM,CalumetBeach201608222400
Montrose Beach,08/22/2016 12:00:00 AM,19.1,0,,0.262,5,10.8,08/22/2016 12:00 AM,MontroseBeach201608222400
Ohio Street Beach,08/22/2016 12:00:00 AM,19.3,1.07,,0.186,5,9.9,08/22/2016 12:00 AM,OhioStreetBeach201608222400
Calumet Beach,08/22/2016 02:00:00 AM,20.3,0.31,,0.237,5,11.4,08/22/2016 2:00 AM,CalumetBeach201608220200
Montrose Beach,08/22/2016 02:00:00 AM,19.1,0,,0.259,4,11,08/22/2016 2:00 AM,MontroseBeach201608220200
Ohio Street Beach,08/22/2016 02:00:00 AM,19.8,0.33,,0.178,4,9.9,08/22/2016 2:00 AM,OhioStreetBeach201608220200
Ohio Street Beach,07/05/2017 04:00:00 AM,20.4,1.23,,0.187,3,11.1,07/05/2017 4:00 AM,OhioStreetBeach201707050400
Ohio Street Beach,07/05/2017 05:00:00 AM,20.3,1.03,,0.187,3,11.1,07/05/2017 5:00 AM,OhioStreetBeach201707050500
Calumet Beach,08/21/2016 01:00:00 PM,19.3,1.62,,0.257,4,11.5,08/21/2016 1:00 PM,CalumetBeach201608211300
Montrose Beach,08/21/2016 01:00:00 PM,19.3,0.03,,0.289,4,11,08/21/2016 1:00 PM,MontroseBeach201608211300
Ohio Street Beach,08/21/2016 01:00:00 PM,20.7,0.95,,0.197,4,10,08/21/2016 1:00 PM,OhioStreetBeach201608211300
Calumet Beach,08/21/2016 02:00:00 PM,19.2,1.73,,0.301,6,11.5,08/21/2016 2:00 PM,CalumetBeach201608211400
Montrose Beach,08/21/2016 02:00:00 PM,19.5,0,,0.303,3,11,08/21/2016 2:00 PM,MontroseBeach201608211400
Ohio Street Beach,08/21/2016 02:00:00 PM,20.6,0.79,,0.231,5,10,08/21/2016 2:00 PM,OhioStreetBeach201608211400
Calumet Beach,08/22/2016 06:00:00 AM,20.3,0.55,,0.208,6,11.4,08/22/2016 6:00 AM,CalumetBeach201608220600
Montrose Beach,08/22/2016 06:00:00 AM,19.4,0,,0.229,6,11,08/22/2016 6:00 AM,MontroseBeach201608220600
Ohio Street Beach,08/22/2016 06:00:00 AM,19.8,0.39,,0.154,6,9.8,08/22/2016 6:00 AM,OhioStreetBeach201608220600
Ohio Street Beach,06/02/2017 12:00:00 PM,16,1.11,,0.187,3,11,06/02/2017 12:00 PM,OhioStreetBeach201706021200
Ohio Street Beach,06/02/2017 01:00:00 PM,16.1,1.04,,0.187,3,11,06/02/2017 1:00 PM,OhioStreetBeach201706021300
Ohio Street Beach,06/02/2017 02:00:00 PM,16.4,1.14,,0.187,3,11,06/02/2017 2:00 PM,OhioStreetBeach201706021400
Ohio Street Beach,06/02/2017 03:00:00 PM,16.6,1.29,,0.187,3,11,06/02/2017 3:00 PM,OhioStreetBeach201706021500
Ohio Street Beach,06/02/2017 04:00:00 PM,16.6,1.3,,0.187,3,11,06/02/2017 4:00 PM,OhioStreetBeach201706021600
Ohio Street Beach,06/02/2017 05:00:00 PM,16.3,1.29,,0.187,3,11,06/02/2017 5:00 PM,OhioStreetBeach201706021700
Ohio Street Beach,06/02/2017 06:00:00 PM,16.1,1.38,,0.187,3,11,06/02/2017 6:00 PM,OhioStreetBeach201706021800
Ohio Street Beach,06/02/2017 07:00:00 PM,15.8,1.37,,0.187,3,11,06/02/2017 7:00 PM,OhioStreetBeach201706021900
Ohio Street Beach,06/02/2017 08:00:00 PM,15.7,1.2,,0.187,3,11,06/02/2017 8:00 PM,OhioStreetBeach201706022000
Ohio Street Beach,06/02/2017 09:00:00 PM,15.7,1.13,,0.187,3,11,06/02/2017 9:00 PM,OhioStreetBeach201706022100
Ohio Street Beach,06/02/2017 10:00:00 PM,15.6,1.08,,0.187,3,11,06/02/2017 10:00 PM,OhioStreetBeach201706022200
Ohio Street Beach,06/02/2017 11:00:00 PM,15.6,1.1,,0.187,3,11,06/02/2017 11:00 PM,OhioStreetBeach201706022300
Ohio Street Beach,06/03/2017 12:00:00 AM,15.6,1.05,,0.187,3,11,06/03/2017 12:00 AM,OhioStreetBeach201706032400
Ohio Street Beach,06/03/2017 01:00:00 AM,15.5,1.01,,0.187,3,11,06/03/2017 1:00 AM,OhioStreetBeach201706030100
Ohio Street Beach,06/03/2017 02:00:00 AM,15.5,1.09,,0.187,3,11,06/03/2017 2:00 AM,OhioStreetBeach201706030200
Ohio Street Beach,06/03/2017 03:00:00 AM,15.4,1.17,,0.187,3,11,06/03/2017 3:00 AM,OhioStreetBeach201706030300
Ohio Street Beach,06/03/2017 04:00:00 AM,15.4,1.18,,0.187,3,11,06/03/2017 4:00 AM,OhioStreetBeach201706030400
Ohio Street Beach,06/03/2017 05:00:00 AM,15.4,1.05,,0.187,3,11,06/03/2017 5:00 AM,OhioStreetBeach201706030500
Ohio Street Beach,06/03/2017 06:00:00 AM,15.4,0.97,,0.187,3,11,06/03/2017 6:00 AM,OhioStreetBeach201706030600
Ohio Street Beach,06/03/2017 07:00:00 AM,15.5,0.87,,0.187,3,11,06/03/2017 7:00 AM,OhioStreetBeach201706030700
Calumet Beach,08/21/2016 03:00:00 PM,18.8,1.39,,0.273,3,11.5,08/21/2016 3:00 PM,CalumetBeach201608211500
Montrose Beach,08/21/2016 03:00:00 PM,19.7,0,,0.302,3,10.6,08/21/2016 3:00 PM,MontroseBeach201608211500
Ohio Street Beach,08/21/2016 03:00:00 PM,20.6,0.71,,0.175,4,9.9,08/21/2016 3:00 PM,OhioStreetBeach201608211500
Calumet Beach,08/21/2016 04:00:00 PM,19.5,0.86,,0.353,4,11.4,08/21/2016 4:00 PM,CalumetBeach201608211600
Montrose Beach,08/21/2016 04:00:00 PM,19.8,0,,0.31,3,11,08/21/2016 4:00 PM,MontroseBeach201608211600
Ohio Street Beach,08/21/2016 04:00:00 PM,20.8,0.82,,0.21,3,9.9,08/21/2016 4:00 PM,OhioStreetBeach201608211600
Calumet Beach,08/21/2016 06:00:00 PM,19.8,0.75,,0.312,4,11.4,08/21/2016 6:00 PM,CalumetBeach201608211800
Montrose Beach,08/21/2016 06:00:00 PM,19.7,0,,0.292,3,10.6,08/21/2016 6:00 PM,MontroseBeach201608211800
Ohio Street Beach,08/21/2016 06:00:00 PM,21.4,2.36,,0.224,4,9.9,08/21/2016 6:00 PM,OhioStreetBeach201608211800
Calumet Beach,08/21/2016 07:00:00 PM,19.7,1.29,,0.257,4,11.5,08/21/2016 7:00 PM,CalumetBeach201608211900
Montrose Beach,08/21/2016 07:00:00 PM,19.6,0,,0.294,4,11,08/21/2016 7:00 PM,MontroseBeach201608211900
Ohio Street Beach,08/21/2016 07:00:00 PM,20.7,1.25,,0.202,3,9.9,08/21/2016 7:00 PM,OhioStreetBeach201608211900
Calumet Beach,08/21/2016 08:00:00 PM,19.6,0.89,,0.245,4,11.5,08/21/2016 8:00 PM,CalumetBeach201608212000
Montrose Beach,08/21/2016 08:00:00 PM,19.5,0,,0.296,3,10.9,08/21/2016 8:00 PM,MontroseBeach201608212000
Ohio Street Beach,08/21/2016 08:00:00 PM,20.5,1.64,,0.215,6,9.9,08/21/2016 8:00 PM,OhioStreetBeach201608212000
Calumet Beach,08/21/2016 10:00:00 PM,19.5,0.84,,0.242,5,11.4,08/21/2016 10:00 PM,CalumetBeach201608212200
Montrose Beach,08/21/2016 10:00:00 PM,19.3,0,,0.268,5,10.8,08/21/2016 10:00 PM,MontroseBeach201608212200
Ohio Street Beach,08/21/2016 10:00:00 PM,20.1,1.7,,0.188,5,9.9,08/21/2016 10:00 PM,OhioStreetBeach201608212200
Calumet Beach,08/21/2016 11:00:00 PM,19.5,0.62,,0.248,5,11.4,08/21/2016 11:00 PM,CalumetBeach201608212300
Montrose Beach,08/21/2016 11:00:00 PM,19.2,0,,0.256,6,11,08/21/2016 11:00 PM,MontroseBeach201608212300
Ohio Street Beach,08/21/2016 11:00:00 PM,19.8,1.56,,0.188,5,9.9,08/21/2016 11:00 PM,OhioStreetBeach201608212300
Calumet Beach,08/22/2016 01:00:00 AM,20.3,0.34,,0.245,4,11.4,08/22/2016 1:00 AM,CalumetBeach201608220100
Montrose Beach,08/22/2016 01:00:00 AM,19.1,0,,0.279,5,11,08/22/2016 1:00 AM,MontroseBeach201608220100
Ohio Street Beach,08/22/2016 01:00:00 AM,19.2,0.54,,0.18,5,9.9,08/22/2016 1:00 AM,OhioStreetBeach201608220100
Calumet Beach,08/22/2016 03:00:00 AM,20.4,0.22,,0.229,5,11.4,08/22/2016 3:00 AM,CalumetBeach201608220300
Montrose Beach,08/22/2016 03:00:00 AM,19,0,,0.256,5,11,08/22/2016 3:00 AM,MontroseBeach201608220300
Ohio Street Beach,08/22/2016 03:00:00 AM,19.7,0.47,,0.171,4,9.9,08/22/2016 3:00 AM,OhioStreetBeach201608220300
Calumet Beach,08/22/2016 04:00:00 AM,20.4,0.25,,0.232,5,11.4,08/22/2016 4:00 AM,CalumetBeach201608220400
Montrose Beach,08/22/2016 04:00:00 AM,18.9,0,,0.239,4,11,08/22/2016 4:00 AM,MontroseBeach201608220400
Ohio Street Beach,08/22/2016 04:00:00 AM,19.9,0.28,,0.166,4,9.8,08/22/2016 4:00 AM,OhioStreetBeach201608220400
Calumet Beach,08/22/2016 05:00:00 AM,20.3,0.26,,0.217,7,11.4,08/22/2016 5:00 AM,CalumetBeach201608220500
Montrose Beach,08/22/2016 05:00:00 AM,19.6,0,,0.226,4,11,08/22/2016 5:00 AM,MontroseBeach201608220500
Ohio Street Beach,08/22/2016 05:00:00 AM,19.8,0.39,,0.157,4,9.8,08/22/2016 5:00 AM,OhioStreetBeach201608220500
Calumet Beach,08/22/2016 07:00:00 AM,20.2,0.23,,0.214,6,11.4,08/22/2016 7:00 AM,CalumetBeach201608220700
Montrose Beach,08/22/2016 07:00:00 AM,19.4,0,,0.229,7,11,08/22/2016 7:00 AM,MontroseBeach201608220700
Ohio Street Beach,08/22/2016 07:00:00 AM,19.9,0.36,,0.159,5,9.8,08/22/2016 7:00 AM,OhioStreetBeach201608220700
Calumet Beach,08/22/2016 08:00:00 AM,20.2,0.49,,0.205,6,11.4,08/22/2016 8:00 AM,CalumetBeach201608220800
Montrose Beach,08/22/2016 08:00:00 AM,19.5,0,,0.214,6,11,08/22/2016 8:00 AM,MontroseBeach201608220800
Ohio Street Beach,08/22/2016 08:00:00 AM,20,0.31,,0.16,5,9.8,08/22/2016 8:00 AM,OhioStreetBeach201608220800
Calumet Beach,08/22/2016 09:00:00 AM,20.3,0.38,,0.194,6,11.4,08/22/2016 9:00 AM,CalumetBeach201608220900
Montrose Beach,08/22/2016 09:00:00 AM,19.7,0,,0.224,5,11,08/22/2016 9:00 AM,MontroseBeach201608220900
Ohio Street Beach,08/22/2016 09:00:00 AM,20.1,0.42,,0.153,4,9.8,08/22/2016 9:00 AM,OhioStreetBeach201608220900
Calumet Beach,08/22/2016 10:00:00 AM,20.6,0.28,,0.247,5,11.4,08/22/2016 10:00 AM,CalumetBeach201608221000
Montrose Beach,08/22/2016 10:00:00 AM,20.1,0,,0.22,5,11,08/22/2016 10:00 AM,MontroseBeach201608221000
Ohio Street Beach,08/22/2016 10:00:00 AM,20.3,0.36,,0.145,6,9.8,08/22/2016 10:00 AM,OhioStreetBeach201608221000
Calumet Beach,08/22/2016 11:00:00 AM,21,0.23,,0.2,5,11.4,08/22/2016 11:00 AM,CalumetBeach201608221100
Montrose Beach,08/22/2016 11:00:00 AM,20.3,0,,0.216,6,11,08/22/2016 11:00 AM,MontroseBeach201608221100
Ohio Street Beach,08/22/2016 11:00:00 AM,20.8,0.39,,0.182,4,9.8,08/22/2016 11:00 AM,OhioStreetBeach201608221100
Calumet Beach,08/22/2016 12:00:00 PM,21.2,0.22,,0.196,5,11.4,08/22/2016 12:00 PM,CalumetBeach201608221200
Montrose Beach,08/22/2016 12:00:00 PM,20.5,0,,0.207,5,11,08/22/2016 12:00 PM,MontroseBeach201608221200
Ohio Street Beach,08/22/2016 12:00:00 PM,21.6,0.69,,0.157,4,9.8,08/22/2016 12:00 PM,OhioStreetBeach201608221200
Calumet Beach,08/22/2016 01:00:00 PM,22,0.44,,0.203,5,11.4,08/22/2016 1:00 PM,CalumetBeach201608221300
Montrose Beach,08/22/2016 01:00:00 PM,21.2,0,,0.2,4,11,08/22/2016 1:00 PM,MontroseBeach201608221300
Ohio Street Beach,08/22/2016 01:00:00 PM,21.6,0.59,,0.172,5,9.8,08/22/2016 1:00 PM,OhioStreetBeach201608221300
Calumet Beach,08/22/2016 02:00:00 PM,22.5,0.68,,0.19,4,11.4,08/22/2016 2:00 PM,CalumetBeach201608221400
Montrose Beach,08/22/2016 02:00:00 PM,21.1,0,,0.213,4,11,08/22/2016 2:00 PM,MontroseBeach201608221400
Ohio Street Beach,08/22/2016 02:00:00 PM,21.8,0.79,,0.157,5,9.8,08/22/2016 2:00 PM,OhioStreetBeach201608221400
Calumet Beach,08/22/2016 03:00:00 PM,21.8,0.42,,0.173,5,11.4,08/22/2016 3:00 PM,CalumetBeach201608221500
Montrose Beach,08/22/2016 03:00:00 PM,21.1,0,,0.2,5,11,08/22/2016 3:00 PM,MontroseBeach201608221500
Ohio Street Beach,08/22/2016 03:00:00 PM,21.5,0.65,,0.168,4,9.8,08/22/2016 3:00 PM,OhioStreetBeach201608221500
Calumet Beach,08/22/2016 04:00:00 PM,22,0.4,,0.216,4,11.4,08/22/2016 4:00 PM,CalumetBeach201608221600
Montrose Beach,08/22/2016 04:00:00 PM,21.2,0,,0.183,5,11,08/22/2016 4:00 PM,MontroseBeach201608221600
Ohio Street Beach,08/22/2016 04:00:00 PM,21.2,0.61,,0.168,4,9.8,08/22/2016 4:00 PM,OhioStreetBeach201608221600
Calumet Beach,08/22/2016 05:00:00 PM,22,0.48,,0.153,4,11.4,08/22/2016 5:00 PM,CalumetBeach201608221700
Montrose Beach,08/22/2016 05:00:00 PM,21.6,0,,0.174,4,11,08/22/2016 5:00 PM,MontroseBeach201608221700
Ohio Street Beach,08/22/2016 05:00:00 PM,20.7,0.63,,0.158,4,9.8,08/22/2016 5:00 PM,OhioStreetBeach201608221700
Calumet Beach,08/22/2016 06:00:00 PM,21.7,0.42,,0.133,4,11.4,08/22/2016 6:00 PM,CalumetBeach201608221800
Montrose Beach,08/22/2016 06:00:00 PM,21.6,0,,0.16,3,11,08/22/2016 6:00 PM,MontroseBeach201608221800
Ohio Street Beach,08/22/2016 06:00:00 PM,20.3,0.56,,0.159,3,9.8,08/22/2016 6:00 PM,OhioStreetBeach201608221800
Calumet Beach,08/22/2016 07:00:00 PM,21.2,0.52,,0.133,4,11.4,08/22/2016 7:00 PM,CalumetBeach201608221900
Montrose Beach,08/22/2016 07:00:00 PM,21.2,0,,0.151,6,11,08/22/2016 7:00 PM,MontroseBeach201608221900
Ohio Street Beach,08/22/2016 07:00:00 PM,20.2,0.54,,0.2,4,9.8,08/22/2016 7:00 PM,OhioStreetBeach201608221900
Calumet Beach,08/22/2016 08:00:00 PM,21.4,0.5,,0.12,4,11.4,08/22/2016 8:00 PM,CalumetBeach201608222000
Montrose Beach,08/22/2016 08:00:00 PM,21,0,,0.131,5,11,08/22/2016 8:00 PM,MontroseBeach201608222000
Ohio Street Beach,08/22/2016 08:00:00 PM,20.2,0.65,,0.13,2,9.7,08/22/2016 8:00 PM,OhioStreetBeach201608222000
Calumet Beach,08/22/2016 09:00:00 PM,21.5,0.51,,0.116,4,11.4,08/22/2016 9:00 PM,CalumetBeach201608222100
Montrose Beach,08/22/2016 09:00:00 PM,20.9,0,,0.143,2,11,08/22/2016 9:00 PM,MontroseBeach201608222100
Ohio Street Beach,08/22/2016 09:00:00 PM,20,0.58,,0.106,4,9.7,08/22/2016 9:00 PM,OhioStreetBeach201608222100
Calumet Beach,08/22/2016 10:00:00 PM,21.4,0.46,,0.106,5,11.4,08/22/2016 10:00 PM,CalumetBeach201608222200
Montrose Beach,08/22/2016 10:00:00 PM,20.7,0,,0.107,5,11,08/22/2016 10:00 PM,MontroseBeach201608222200
Ohio Street Beach,08/22/2016 10:00:00 PM,19.9,0.66,,0.107,5,9.7,08/22/2016 10:00 PM,OhioStreetBeach201608222200
Calumet Beach,08/22/2016 11:00:00 PM,20.8,0.47,,0.097,5,11.4,08/22/2016 11:00 PM,CalumetBeach201608222300
Montrose Beach,08/22/2016 11:00:00 PM,20.6,0,,0.105,7,11,08/22/2016 11:00 PM,MontroseBeach201608222300
Ohio Street Beach,08/22/2016 11:00:00 PM,19.9,0.71,,0.091,2,9.7,08/22/2016 11:00 PM,OhioStreetBeach201608222300
Calumet Beach,08/23/2016 12:00:00 AM,20.7,0.37,,0.099,5,11.4,08/23/2016 12:00 AM,CalumetBeach201608232400
Montrose Beach,08/23/2016 12:00:00 AM,20.5,0,,0.098,8,11,08/23/2016 12:00 AM,MontroseBeach201608232400
Ohio Street Beach,08/23/2016 12:00:00 AM,19.9,0.66,,0.092,2,9.7,08/23/2016 12:00 AM,OhioStreetBeach201608232400
Calumet Beach,08/23/2016 01:00:00 AM,20.5,0.44,,0.099,5,11.4,08/23/2016 1:00 AM,CalumetBeach201608230100
Montrose Beach,08/23/2016 01:00:00 AM,20.3,0,,0.11,7,11,08/23/2016 1:00 AM,MontroseBeach201608230100
Ohio Street Beach,08/23/2016 01:00:00 AM,19.9,0.65,,0.114,3,9.7,08/23/2016 1:00 AM,OhioStreetBeach201608230100
Calumet Beach,08/23/2016 02:00:00 AM,20.5,0.53,,0.092,5,11.4,08/23/2016 2:00 AM,CalumetBeach201608230200
Montrose Beach,08/23/2016 02:00:00 AM,20.3,0,,0.105,6,11,08/23/2016 2:00 AM,MontroseBeach201608230200
Ohio Street Beach,08/23/2016 02:00:00 AM,19.9,0.57,,0.108,6,9.7,08/23/2016 2:00 AM,OhioStreetBeach201608230200
Calumet Beach,08/23/2016 03:00:00 AM,20.4,0.5,,0.096,4,11.4,08/23/2016 3:00 AM,CalumetBeach201608230300
Montrose Beach,08/23/2016 03:00:00 AM,20.2,0,,0.1,6,11,08/23/2016 3:00 AM,MontroseBeach201608230300
Ohio Street Beach,08/23/2016 03:00:00 AM,19.8,0.58,,0.094,3,9.7,08/23/2016 3:00 AM,OhioStreetBeach201608230300
Calumet Beach,08/23/2016 04:00:00 AM,20.3,0.54,,0.092,4,11.4,08/23/2016 4:00 AM,CalumetBeach201608230400
Montrose Beach,08/23/2016 04:00:00 AM,20.1,0,,0.101,10,11,08/23/2016 4:00 AM,MontroseBeach201608230400
Ohio Street Beach,08/23/2016 04:00:00 AM,19.8,0.84,,0.11,3,9.7,08/23/2016 4:00 AM,OhioStreetBeach201608230400
Calumet Beach,08/23/2016 05:00:00 AM,20.2,0.46,,0.106,2,11.4,08/23/2016 5:00 AM,CalumetBeach201608230500
Montrose Beach,08/23/2016 05:00:00 AM,20,0,,0.098,3,11,08/23/2016 5:00 AM,MontroseBeach201608230500
Ohio Street Beach,08/23/2016 05:00:00 AM,19.8,0.83,,0.098,3,9.7,08/23/2016 5:00 AM,OhioStreetBeach201608230500
Calumet Beach,08/23/2016 06:00:00 AM,20.2,0.43,,0.104,2,11.4,08/23/2016 6:00 AM,CalumetBeach201608230600
Montrose Beach,08/23/2016 06:00:00 AM,19.9,0,,0.105,8,11,08/23/2016 6:00 AM,MontroseBeach201608230600
Ohio Street Beach,08/23/2016 06:00:00 AM,19.8,0.8,,0.1,3,9.6,08/23/2016 6:00 AM,OhioStreetBeach201608230600
Calumet Beach,08/23/2016 07:00:00 AM,20.1,0.45,,0.113,2,11.4,08/23/2016 7:00 AM,CalumetBeach201608230700
Montrose Beach,08/23/2016 07:00:00 AM,19.6,0,,0.096,6,11,08/23/2016 7:00 AM,MontroseBeach201608230700
Ohio Street Beach,08/23/2016 07:00:00 AM,19.7,0.72,,0.089,3,9.6,08/23/2016 7:00 AM,OhioStreetBeach201608230700
Calumet Beach,08/23/2016 08:00:00 AM,20.1,0.42,,0.121,2,11.4,08/23/2016 8:00 AM,CalumetBeach201608230800
Montrose Beach,08/23/2016 08:00:00 AM,19.7,0,,0.097,5,11,08/23/2016 8:00 AM,MontroseBeach201608230800
Ohio Street Beach,08/23/2016 08:00:00 AM,19.8,0.72,,0.102,3,9.6,08/23/2016 8:00 AM,OhioStreetBeach201608230800
